303,6
304,4
305,13
306,5
307,3
308,7
309,4
310,7
311,4
312,10
313,6
314,5
315,6
316,5
317,8
318,15
319,6
320,5
321,5
322,9
323,8
324,11
325,8
326,6
327,1
328,6
329,5
330,6
331,5
332,9
333,4
334,7
335,7
336,2
337,10
338,9
340,4
341,4
342,2
343,5
344,11
345,2
346,6
347,6
348,8
349,8
350,5
351,6
352,7
353,4
354,7
355,5
356,3
357,5
358,4
359,9
360,6
361,3
362,2
363,3
364,2
365,8
366,6
367,5
368,11
369,6
370,5
371,3
372,8
373,5
374,5
375,2
376,3
377,3
378,4
379,8
380,4
381,8
382,5
383,2
384,7
385,6
386,9
387,6
388,1
389,5
390,4
391,7
392,7
393,6
394,8
395,2
396,4
397,7
398,2
399,7
400,5
401,2
402,1
403,7
404,4
405,2
406,1
407,4
408,5
409,1
410,5
411,3
412,6
413,1
414,5
415,4
416,4
417,5
418,3
419,1
420,3
421,3
422,6
423,6
424,5
425,4
426,8
427,6
428,4
429,3
430,7
431,1
432,3
433,1
434,5
435,4
436,3
437,4
438,3
439,9
440,3
441,5
442,2
443,3
444,2
445,3
446,2
447,2
448,1
450,3
451,7
452,3
453,3
455,4
456,5
457,4
459,6
460,4
462,3
463,2
464,6
465,2
466,3
467,3
469,3
470,3
471,2
472,4
473,5
474,3
475,4
477,4
478,1
479,2
480,2
482,4
483,4
484,2
486,2
487,4
488,2
489,2
490,1
491,7
492,4
493,4
494,5
495,3
496,4
497,3
498,3
499,2
500,3
501,3
502,5
503,3
504,5
505,2
506,3
507,1
508,6
509,2
510,1
512,4
513,5
514,4
515,6
516,2
517,2
518,5
519,1
520,3
521,3
523,3
524,1
525,4
526,2
527,5
528,4
530,4
531,7
532,1
533,2
534,2
535,1
536,1
537,3
538,3
539,4
540,1
541,2
542,2
543,3
545,4
546,2
547,3
548,5
549,2
551,3
552,4
553,4
554,4
555,3
556,3
558,4
560,4
561,4
562,3
563,1
565,1
566,2
567,2
568,3
569,2
570,3
571,3
572,3
573,3
574,3
575,2
576,5
577,3
578,4
580,1
581,3
582,1
583,1
584,1
585,1
586,2
587,3
588,3
589,2
590,3
591,2
592,1
593,2
595,3
596,1
597,2
598,3
599,3
600,3
601,3
602,3
604,2
605,1
606,1
608,1
609,1
610,3
611,3
612,1
613,1
614,2
615,3
616,2
617,2
618,1
619,2
620,1
621,5
622,5
624,4
625,2
626,2
627,2
628,3
630,6
631,1
633,1
634,3
635,3
637,1
638,1
640,2
642,1
644,1
646,3
647,1
650,2
651,2
652,4
653,1
654,4
655,1
656,4
657,1
658,3
659,3
660,2
662,2
663,1
664,2
665,1
666,3
667,3
668,2
669,1
670,1
671,1
672,1
673,1
674,1
676,1
677,2
678,4
679,1
680,1
681,2
682,1
683,2
685,2
687,3
688,2
689,2
691,1
692,2
693,4
695,1
697,1
698,2
699,1
700,2
701,2
704,3
705,2
706,1
707,2
708,1
709,1
710,1
712,3
713,3
715,1
716,1
717,3
718,2
719,3
720,1
721,1
722,1
723,2
724,1
726,2
727,1
729,1
730,1
731,2
732,1
733,1
734,1
735,2
736,2
737,1
738,4
739,1
740,3
741,3
742,2
743,3
745,2
748,1
749,2
750,2
751,1
752,1
754,2
755,1
756,1
757,2
758,2
760,1
761,3
762,3
764,1
765,1
766,1
767,1
768,2
769,1
770,2
771,4
772,1
773,3
774,2
775,1
777,2
778,3
779,1
780,1
781,2
782,3
784,1
785,1
786,4
787,2
788,2
789,3
792,2
793,1
794,2
796,1
797,1
799,1
801,2
802,2
803,2
804,1
806,1
810,3
811,1
812,2
814,1
815,1
816,1
818,1
819,1
820,1
821,1
823,1
825,3
829,1
830,2
831,1
832,1
834,3
835,1
837,4
838,1
839,2
841,4
842,2
843,2
845,1
848,2
849,1
851,4
854,2
857,1
860,1
861,1
862,1
863,1
864,1
865,1
867,1
868,2
869,1
870,2
873,2
875,1
876,1
879,3
880,1
881,1
883,1
884,3
885,1
886,1
887,2
888,1
889,1
890,1
894,3
895,1
899,1
900,1
901,1
902,1
903,1
904,1
906,1
908,2
909,2
911,2
913,2
915,2
917,2
918,1
919,1
921,1
922,1
924,1
926,4
927,2
928,1
929,2
930,1
931,1
933,1
935,1
937,3
940,2
941,4
943,1
945,1
947,1
948,2
954,1
955,3
956,2
958,2
961,1
963,1
967,1
968,2
970,1
971,1
974,1
975,1
976,1
977,1
980,1
983,1
984,2
986,1
987,1
988,3
989,1
990,1
992,2
993,1
994,1
996,1
1001,1
1002,1
1003,2
1004,2
1005,1
1008,1
1009,2
1011,1
1012,1
1014,1
1016,1
1018,1
1020,2
1022,1
1023,1
1024,1
1025,2
1028,1
1031,3
1032,1
1033,1
1039,1
1041,1
1042,1
1043,2
1044,1
1047,2
1048,3
1053,1
1054,1
1060,2
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1071,2
1077,1
1079,1
1082,1
1083,2
1084,1
1085,1
1087,2
1088,3
1093,2
1094,3
1097,2
1098,1
1102,3
1104,2
1106,1
1107,1
1117,1
1119,1
1125,1
1128,1
1131,1
1134,1
1135,1
1136,1
1138,2
1140,1
1143,2
1144,1
1148,1
1149,1
1152,1
1153,1
1160,1
1162,1
1163,1
1167,1
1168,1
1172,1
1173,1
1174,2
1175,1
1177,2
1180,2
1183,1
1184,1
1186,1
1187,1
1188,1
1192,1
1193,1
1202,1
1206,1
1208,1
1209,1
1210,1
1211,1
1212,1
1225,1
1228,1
1230,2
1236,1
1239,1
1241,1
1246,1
1250,2
1252,1
1254,1
1255,2
1256,1
1261,4
1265,1
1266,1
1267,1
1268,1
1269,2
1270,1
1279,1
1280,1
1281,1
1282,2
1283,1
1284,2
1285,1
1288,2
1289,2
1290,1
1294,1
1300,1
1303,1
1304,1
1306,1
1309,1
1313,1
1315,1
1322,1
1323,2
1325,2
1328,1
1330,1
1331,2
1333,2
1335,1
1336,1
1337,1
1340,1
1344,2
1345,1
1351,1
1355,1
1359,1
1366,2
1367,1
1369,1
1372,1
1376,1
1380,1
1381,2
1383,2
1386,1
1387,1
1389,1
1391,1
1394,1
1395,1
1396,1
1397,1
1407,1
1408,1
1415,2
1420,1
1423,2
1424,1
1426,1
1427,1
1437,1
1439,1
1440,1
1441,1
1442,1
1445,1
1452,1
1453,1
1455,1
1462,2
1463,1
1468,1
1471,1
1478,1
1479,1
1481,1
1483,1
1485,1
1488,2
1489,1
1493,1
1494,3
1504,1
1507,1
1509,1
1514,1
1519,1
1522,1
1528,1
1529,1
1530,1
1533,1
1548,1
1549,1
1554,2
1561,1
1562,2
1564,1
1565,1
1567,1
1580,1
1582,1
1584,1
1585,1
1586,1
1588,1
1591,1
1592,1
1605,1
1608,1
1615,1
1617,1
1618,1
1619,1
1620,1
1627,1
1634,1
1638,1
1647,1
1649,1
1661,1
1662,1
1665,1
1667,1
1687,1
1693,1
1694,1
1697,1
1703,1
1715,1
1723,1
1727,1
1729,1
1731,1
1736,1
1741,1
1747,1
1748,1
1749,1
1751,1
1754,1
1761,1
1769,1
1775,1
1778,1
1786,1
1790,4
1807,1
1808,1
1813,1
1829,2
1837,2
1840,1
1854,1
1858,1
1859,1
1863,1
1865,1
1874,1
1877,1
1878,1
1880,2
1887,1
1889,1
1890,1
1891,1
1895,1
1899,1
1901,1
1907,2
1908,1
1917,1
1925,1
1928,1
1931,2
1935,1
1936,1
1942,1
1946,1
1947,1
1957,2
1963,1
1968,1
1974,1
1979,1
1984,1
1988,2
1990,1
2002,1
2018,1
2024,1
2032,1
2048,1
2050,1
2053,1
2058,2
2066,1
2070,1
2078,1
2089,1
2098,1
2103,1
2121,1
2125,1
2128,1
2133,1
2141,1
2142,1
2145,1
2150,1
2151,2
2154,1
2172,1
2174,1
2179,1
2185,1
2191,1
2196,2
2200,1
2205,1
2206,1
2213,1
2217,2
2220,1
2225,1
2227,2
2252,1
2254,1
2261,1
2267,1
2273,1
2274,1
2289,1
2301,1
2313,1
2314,1
2319,1
2321,1
2337,1
2340,1
2360,1
2364,1
2392,1
2417,1
2424,1
2442,1
2458,1
2468,1
2483,1
2505,1
2524,1
2527,1
2539,1
2558,1
2562,1
2564,1
2569,1
2571,1
2577,1
2598,1
2600,1
2604,1
2616,1
2618,1
2629,1
2646,1
2655,1
2659,1
2660,1
2673,1
2708,1
2713,1
2716,1
2743,1
2756,1
2759,1
2777,1
2795,1
2796,2
2797,1
2801,1
2808,1
2817,1
2824,1
2833,1
2836,1
2846,1
2849,1
2853,1
2878,1
2879,2
2886,1
2888,1
2890,1
2897,1
2900,1
2929,1
2953,2
3003,1
3010,1
3022,1
3028,1
3040,1
3051,1
3052,1
3070,1
3075,1
3077,1
3089,1
3095,1
3104,1
3109,1
3116,1
3124,1
3138,1
3163,1
3190,1
3247,1
3262,1
3267,1
3278,2
3287,1
3307,1
3347,1
3351,1
3354,1
3368,2
3369,1
3388,1
3389,1
3417,1
3421,1
3504,1
3515,1
3548,1
3564,1
3589,1
3678,1
3689,1
3735,1
3736,1
3756,1
3784,1
3827,1
3837,1
3899,1
3906,1
3907,1
3944,1
3963,1
3974,1
4017,1
4019,1
4035,1
4049,1
4066,1
4126,1
4127,1
4137,1
4160,1
4165,1
4185,1
4200,1
4219,1
4255,1
4298,1
4417,1
4488,1
4497,1
4501,1
4520,1
4528,1
4581,1
4607,1
4639,1
4675,1
4690,1
4695,1
4824,2
4854,1
4917,1
4973,1
5046,1
5060,1
5139,1
5147,1
5156,1
5200,1
5279,1
5288,1
5302,1
5365,1
5424,1
5486,1
5492,1
5529,1
5533,1
5551,1
5695,1
5714,1
5760,1
5790,1
5802,1
5959,1
5976,1
6022,1
6033,1
6103,1
6242,1
6401,1
6422,1
6461,1
6558,2
6648,1
6717,1
6733,1
6755,1
6767,1
6798,1
6801,1
6946,1
6967,1
7081,1
7204,1
7222,1
7309,1
7427,1
7471,1
7509,1
7690,1
7713,1
7822,1
7897,1
7914,1
8046,1
8143,1
8158,1
8247,1
8335,1
8390,1
8456,1
8505,1
8548,1
8561,1
8660,1
8826,1
8882,1
9145,1
9148,1
9163,1
9261,1
9262,1
9385,1
9529,1
9535,1
9942,1
9978,1
10520,1
10664,1
11031,1
11175,1
11417,1
11646,1
12012,1
12114,1
12828,1
13686,1
13784,1
14080,1
14383,1
14445,1
14567,1
14624,1
16138,1
16477,1
17195,1
17672,1
18014,1
18234,1
18357,1
18393,1
18967,1
19103,1
20162,1
21260,1
22907,1
31381,1
34382,1
37060,1
37249,1
38716,1
42205,1
50385,1
134367,1
179221,1
